name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,就诊时间,就诊人数
"Ninghai, Ningbo, China",2019-12-20,46.4,42.8,45.6,46.4,40.2,43.2,42.0,87.3,0.305,100,12.5,rain,0.0,0.0,17.2,8.9,325.4,1028.5,82.7,3.5,30.7,2.7,1,,2019-12-20T06:44:25,2019-12-20T16:57:50,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,BKWD6,58556099999,ZSNB,EUMDE03,WDG8555",2019-12-20,2.0
"Ninghai, Ningbo, China",2019-12-21,51.8,46.4,49.1,51.8,44.4,48.2,48.6,98.1,1.076,100,29.17,rain,0.0,0.0,21.9,6.7,344.6,1022.6,71.4,2.1,10.1,0.9,0,,2019-12-21T06:44:57,2019-12-21T16:58:18,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2019-12-21,3.0
"Ninghai, Ningbo, China",2019-12-22,53.6,49.9,50.7,53.6,48.4,50.4,48.4,91.9,0.538,100,33.33,rain,0.0,0.0,21.9,8.9,322.9,1018.9,82.5,4.5,19.0,1.5,1,,2019-12-22T06:45:28,2019-12-22T16:58:47,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2019-12-22,0.0
"Ninghai, Ningbo, China",2019-12-23,53.6,44.7,50.5,53.6,44.4,50.0,48.4,92.5,0.198,100,8.33,rain,0.0,0.0,15.5,6.6,352.2,1021.9,60.4,2.2,31.5,2.6,2,,2019-12-23T06:45:57,2019-12-23T16:59:18,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03,WDG8555",2019-12-23,3.0
"Ninghai, Ningbo, China",2019-12-24,53.6,51.8,52.6,53.6,51.8,52.6,51.5,96.2,0.287,100,20.83,rain,0.0,0.0,21.7,4.6,14.3,1023.0,73.3,2.6,15.0,1.3,1,,2019-12-24T06:46:25,2019-12-24T16:59:50,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03,WDG8555",2019-12-24,2.0
"Ninghai, Ningbo, China",2019-12-25,62.6,51.8,56.1,62.6,51.8,56.1,54.1,93.5,0.025,100,12.5,rain,0.0,0.0,16.1,6.7,192.2,1018.6,72.7,2.5,43.2,3.9,2,,2019-12-25T06:46:52,2019-12-25T17:00:23,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03,WDG8555",2019-12-25,2.0
"Ninghai, Ningbo, China",2019-12-26,57.2,44.6,51.7,57.2,38.2,49.6,45.1,78.5,0.036,100,20.83,rain,0.0,0.0,32.7,22.4,324.2,1021.4,89.5,5.5,33.6,2.9,2,,2019-12-26T06:47:17,2019-12-26T17:00:57,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03,WDG8555",2019-12-26,2.0
"Ninghai, Ningbo, China",2019-12-27,46.5,35.6,41.8,44.6,33.9,39.3,32.5,70.4,0.0,0,0.0,,0.0,0.0,28.5,13.4,331.8,1028.3,45.5,3.4,149.6,12.8,6,,2019-12-27T06:47:41,2019-12-27T17:01:33,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,EUMDE03,WDG8555",2019-12-27,4.0
"Ninghai, Ningbo, China",2019-12-28,57.2,32.0,45.6,57.2,27.6,44.6,38.2,76.8,0.0,0,0.0,,0.0,0.0,19.2,13.3,165.7,1025.6,0.4,3.4,139.3,12.2,6,,2019-12-28T06:48:04,2019-12-28T17:02:10,0.06,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2019-12-28,1.0
"Ninghai, Ningbo, China",2019-12-29,71.5,50.0,59.0,71.5,47.3,58.9,49.9,72.4,0.005,100,4.17,rain,0.0,0.0,22.5,8.9,156.9,1020.5,25.9,5.1,71.0,6.1,3,,2019-12-29T06:48:25,2019-12-29T17:02:48,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2019-12-29,2.0
"Ninghai, Ningbo, China",2019-12-30,55.4,50.0,53.9,55.4,47.3,53.8,44.5,70.8,0.005,100,4.17,rain,0.0,0.0,28.6,8.9,344.9,1025.9,52.9,3.1,89.7,7.6,4,,2019-12-30T06:48:45,2019-12-30T17:03:27,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2019-12-30,2.0
"Ninghai, Ningbo, China",2019-12-31,50.0,39.2,42.7,45.7,31.3,37.0,29.5,59.8,0.001,100,4.17,rain,0.0,0.0,34.6,15.7,346.3,1036.2,71.5,5.7,89.3,7.7,4,,2019-12-31T06:49:03,2019-12-31T17:04:07,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2019-12-31,0.0
"Ninghai, Ningbo, China",2020-01-01,53.6,32.0,43.5,53.6,31.8,42.3,33.9,70.2,0.0,0,0.0,,0.0,0.0,21.6,6.7,148.8,1032.2,31.4,6.2,144.9,12.1,6,,2020-01-01T06:49:19,2020-01-01T17:04:48,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2020-01-01,3.0
"Ninghai, Ningbo, China",2020-01-02,55.4,42.8,50.6,55.4,38.8,49.9,44.5,80.1,0.015,100,8.33,rain,0.0,0.0,11.1,6.7,197.4,1028.1,64.6,5.2,32.1,2.7,1,,2020-01-02T06:49:34,2020-01-02T17:05:30,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2020-01-02,2.0
"Ninghai, Ningbo, China",2020-01-03,53.6,50.0,51.4,53.6,48.5,51.2,47.5,86.9,0.104,100,20.83,rain,0.0,0.0,15.0,6.7,352.2,1026.5,74.9,2.1,27.0,2.4,1,,2020-01-03T06:49:48,2020-01-03T17:06:13,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2020-01-03,1.0
"Ninghai, Ningbo, China",2020-01-04,51.8,50.0,50.8,51.8,47.3,50.3,49.4,94.9,0.046,100,12.5,rain,0.0,0.0,14.8,6.7,341.3,1025.8,71.9,2.2,13.0,1.2,1,,2020-01-04T06:50:00,2020-01-04T17:06:57,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03,WDG8555",2020-01-04,1.0
"Ninghai, Ningbo, China",2020-01-05,60.8,50.0,55.0,60.8,48.5,54.8,51.0,87.1,0.0,0,0.0,,0.0,0.0,17.2,8.9,184.3,1025.6,84.7,3.3,63.7,5.3,3,,2020-01-05T06:50:10,2020-01-05T17:07:42,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2020-01-05,1.0
"Ninghai, Ningbo, China",2020-01-06,75.2,55.4,65.2,75.2,55.4,65.2,58.4,79.6,0.0,0,0.0,,0.0,0.0,26.6,15.7,167.5,1019.6,45.9,5.8,129.4,11.0,5,,2020-01-06T06:50:19,2020-01-06T17:08:27,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2020-01-06,15.0
"Ninghai, Ningbo, China",2020-01-07,77.0,46.4,61.2,77.0,39.9,60.2,54.8,80.5,0.002,100,4.17,rain,0.0,0.0,33.3,22.2,287.2,1015.3,46.9,4.9,124.7,10.9,5,,2020-01-07T06:50:26,2020-01-07T17:09:13,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2020-01-07,2.0
"Ninghai, Ningbo, China",2020-01-08,48.2,37.4,44.1,43.4,33.9,38.5,33.6,66.7,0.0,0,0.0,,0.0,0.0,38.3,17.9,326.3,1026.9,61.5,4.9,108.8,9.4,5,,2020-01-08T06:50:32,2020-01-08T17:10:00,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2020-01-08,2.0
"Ninghai, Ningbo, China",2020-01-09,50.0,37.4,44.4,50.0,32.2,42.0,37.7,77.9,0.045,100,12.5,rain,0.0,0.0,23.9,6.7,324.6,1025.1,67.7,3.3,56.5,4.9,3,,2020-01-09T06:50:35,2020-01-09T17:10:48,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2020-01-09,2.0
"Ninghai, Ningbo, China",2020-01-10,50.0,46.4,48.3,50.0,46.4,48.3,47.2,96.2,0.562,100,33.33,rain,0.0,0.0,14.3,2.3,67.7,1020.3,73.2,1.6,10.0,0.8,0,,2020-01-10T06:50:38,2020-01-10T17:11:36,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2020-01-10,1.0
"Ninghai, Ningbo, China",2020-01-11,51.8,44.5,47.1,51.8,39.7,43.5,45.9,95.6,0.385,100,29.17,rain,0.0,0.0,20.1,11.2,335.7,1019.8,70.7,3.0,10.5,0.8,1,,2020-01-11T06:50:38,2020-01-11T17:12:24,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2020-01-11,0.0
"Ninghai, Ningbo, China",2020-01-12,48.2,35.6,42.7,43.4,30.0,38.2,35.3,76.1,0.072,100,8.33,rain,0.0,0.0,26.6,13.4,322.8,1023.3,45.6,3.3,122.3,10.5,5,,2020-01-12T06:50:37,2020-01-12T17:13:14,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2020-01-12,0.0
"Ninghai, Ningbo, China",2020-01-13,50.0,33.8,41.7,50.0,29.7,40.7,34.2,76.4,0.0,0,0.0,,0.0,0.0,12.8,6.7,239.8,1024.0,36.0,2.6,113.0,9.9,5,,2020-01-13T06:50:34,2020-01-13T17:14:03,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2020-01-13,0.0
"Ninghai, Ningbo, China",2020-01-14,50.0,35.7,44.7,45.6,31.8,41.2,35.2,69.6,0.004,100,4.17,rain,0.0,0.0,26.6,11.2,331.5,1025.0,28.4,2.4,101.0,8.6,4,,2020-01-14T06:50:30,2020-01-14T17:14:54,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2020-01-14,0.0
"Ninghai, Ningbo, China",2020-01-15,44.6,35.6,41.4,44.6,30.0,40.5,38.8,90.4,0.288,100,16.67,rain,0.0,0.0,18.7,6.7,302.4,1026.4,36.9,1.7,22.4,1.9,1,,2020-01-15T06:50:24,2020-01-15T17:15:44,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2020-01-15,3.0
"Ninghai, Ningbo, China",2020-01-16,50.0,44.6,46.6,47.3,39.8,44.1,45.8,97.3,0.56,100,20.83,rain,0.0,0.0,20.9,8.9,341.5,1023.0,70.6,2.0,13.8,1.1,1,,2020-01-16T06:50:16,2020-01-16T17:16:35,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB",2020-01-16,0.0
"Ninghai, Ningbo, China",2020-01-17,44.6,41.0,43.0,40.8,35.3,37.8,39.1,85.9,0.064,100,8.33,rain,0.0,0.0,25.1,11.2,328.3,1026.0,77.7,4.5,62.4,5.4,3,,2020-01-17T06:50:06,2020-01-17T17:17:26,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB",2020-01-17,1.0
"Ninghai, Ningbo, China",2020-01-18,41.0,39.2,40.8,41.0,35.2,37.4,32.8,73.2,0.0,0,0.0,,0.0,0.0,19.9,9.0,329.6,1026.0,93.1,3.9,82.2,7.2,3,,2020-01-18T06:49:55,2020-01-18T17:18:18,0.76,Overcast,Cloudy skies throughout the day.,cloudy,"58239099999,58477099999,58556099999,ZSNB,WDG8555",2020-01-18,2.0
"Ninghai, Ningbo, China",2020-01-19,48.2,35.6,41.8,46.4,35.6,40.3,33.5,73.1,0.008,100,8.33,rain,0.0,0.0,18.3,8.9,329.1,1024.8,31.2,3.1,118.4,10.1,5,,2020-01-19T06:49:42,2020-01-19T17:19:09,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555",2020-01-19,0.0
"Ninghai, Ningbo, China",2020-01-20,53.6,32.0,42.5,53.6,32.0,42.1,33.4,74.0,0.0,0,0.0,,0.0,0.0,15.7,11.2,357.9,1026.1,4.6,3.4,168.9,14.5,6,,2020-01-20T06:49:28,2020-01-20T17:20:01,0.83,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555",2020-01-20,1.0
"Ninghai, Ningbo, China",2020-01-21,55.4,33.8,46.0,55.4,33.8,45.9,37.9,75.3,0.012,100,8.33,rain,0.0,0.0,21.5,13.4,163.8,1025.8,18.8,2.9,93.7,8.2,5,,2020-01-21T06:49:12,2020-01-21T17:20:53,0.87,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2020-01-21,2.0
"Ninghai, Ningbo, China",2020-01-22,57.3,48.2,52.3,57.3,45.1,51.6,46.6,81.7,0.228,100,16.67,rain,0.0,0.0,22.3,11.2,27.1,1020.0,21.5,2.7,119.1,10.4,6,,2020-01-22T06:48:54,2020-01-22T17:21:46,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555",2020-01-22,1.0
"Ninghai, Ningbo, China",2020-01-23,53.6,48.2,49.8,53.6,44.1,48.1,47.0,90.3,0.029,100,12.5,rain,0.0,0.0,22.2,9.1,0.7,1022.8,76.0,3.4,55.9,4.9,2,,2020-01-23T06:48:35,2020-01-23T17:22:38,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555",2020-01-23,2.0
"Ninghai, Ningbo, China",2020-01-24,50.0,46.4,48.7,48.5,43.0,46.1,47.4,95.4,0.532,100,20.83,rain,0.0,0.0,22.3,8.9,348.4,1026.8,72.9,2.5,29.4,2.6,1,,2020-01-24T06:48:14,2020-01-24T17:23:30,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB",2020-01-24,1.0
"Ninghai, Ningbo, China",2020-01-25,48.3,46.4,46.6,45.2,41.2,43.4,45.1,94.5,0.993,100,29.17,rain,0.0,0.0,21.9,11.0,328.1,1025.7,72.9,3.9,10.8,0.9,1,,2020-01-25T06:47:51,2020-01-25T17:24:23,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555",2020-01-25,0.0
"Ninghai, Ningbo, China",2020-01-26,50.1,46.4,48.0,50.1,43.4,45.9,46.6,95.1,1.431,100,29.17,rain,0.0,0.0,29.5,13.4,336.4,1019.4,72.1,4.6,10.3,0.8,0,,2020-01-26T06:47:27,2020-01-26T17:25:15,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555",2020-01-26,0.0
"Ninghai, Ningbo, China",2020-01-27,46.4,41.0,43.3,39.9,33.7,36.9,39.6,86.6,0.22,100,16.67,rain,0.0,0.0,30.1,15.7,321.0,1019.6,79.3,5.5,61.5,5.4,3,,2020-01-27T06:47:02,2020-01-27T17:26:07,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB",2020-01-27,1.0
"Ninghai, Ningbo, China",2020-01-28,48.2,41.0,42.8,43.4,34.4,37.8,35.7,76.2,0.002,100,4.17,rain,0.0,0.0,26.6,13.4,322.4,1022.8,68.7,4.8,140.9,12.0,6,,2020-01-28T06:46:35,2020-01-28T17:26:59,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2020-01-28,0.0
"Ninghai, Ningbo, China",2020-01-29,50.0,39.2,43.7,44.0,33.1,39.0,30.4,59.9,0.0,0,0.0,,0.0,0.0,32.0,19.9,311.5,1023.3,22.4,4.8,154.2,13.4,6,,2020-01-29T06:46:06,2020-01-29T17:27:51,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB",2020-01-29,1.0
"Ninghai, Ningbo, China",2020-01-30,48.2,41.0,44.4,42.8,35.9,39.6,30.6,58.9,0.0,0,0.0,,0.0,0.0,38.0,22.4,321.3,1022.8,29.2,3.8,151.0,13.0,5,,2020-01-30T06:45:36,2020-01-30T17:28:43,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB",2020-01-30,0.0
"Ninghai, Ningbo, China",2020-01-31,51.8,33.8,41.8,51.8,29.7,39.3,26.0,56.9,0.0,0,0.0,,0.0,0.0,27.1,13.4,324.9,1025.8,0.0,4.6,192.1,16.6,7,,2020-01-31T06:45:04,2020-01-31T17:29:35,0.2,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB",2020-01-31,0.0
"Ninghai, Ningbo, China",2020-02-01,55.4,30.2,41.7,55.4,30.2,41.4,28.6,65.2,0.0,0,0.0,,0.0,0.0,20.3,8.9,54.1,1027.5,0.3,5.0,190.6,16.4,7,,2020-02-01T06:44:31,2020-02-01T17:30:27,0.24,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB",2020-02-01,0.0
"Ninghai, Ningbo, China",2020-02-02,57.2,37.4,47.5,57.2,33.9,46.7,37.7,70.5,0.028,100,8.33,rain,0.0,0.0,17.0,8.9,154.8,1025.7,55.2,6.2,163.3,14.0,7,,2020-02-02T06:43:56,2020-02-02T17:31:18,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2020-02-02,0.0
"Ninghai, Ningbo, China",2020-02-03,53.6,46.4,49.0,53.6,45.1,48.3,42.4,79.0,0.027,100,8.33,rain,0.0,0.0,20.8,11.3,12.0,1027.0,59.5,4.3,104.8,9.0,5,,2020-02-03T06:43:20,2020-02-03T17:32:10,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555",2020-02-03,0.0
"Ninghai, Ningbo, China",2020-02-04,50.0,44.6,47.6,50.0,44.6,47.3,42.8,83.6,0.02,100,8.33,rain,0.0,0.0,19.2,4.7,351.6,1025.9,63.9,3.9,53.0,4.5,2,,2020-02-04T06:42:43,2020-02-04T17:33:01,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555",2020-02-04,0.0
"Ninghai, Ningbo, China",2020-02-05,55.4,39.1,47.5,55.4,39.1,46.5,38.6,73.3,0.0,0,0.0,,0.0,0.0,23.0,11.2,35.4,1028.9,41.3,5.7,178.5,15.4,6,,2020-02-05T06:42:04,2020-02-05T17:33:51,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555",2020-02-05,1.0
"Ninghai, Ningbo, China",2020-02-06,48.2,41.0,44.4,46.4,36.5,42.0,37.5,77.4,1.276,100,20.83,rain,0.0,0.0,23.0,11.2,70.5,1029.3,63.3,5.7,34.6,2.9,1,,2020-02-06T06:41:24,2020-02-06T17:34:42,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555",2020-02-06,0.0
"Ninghai, Ningbo, China",2020-02-07,46.4,41.0,44.2,44.3,36.4,41.3,42.0,91.9,0.285,100,25.0,rain,0.0,0.0,20.2,6.8,338.3,1028.1,70.0,4.6,26.1,2.2,1,,2020-02-07T06:40:42,2020-02-07T17:35:32,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555",2020-02-07,0.0
"Ninghai, Ningbo, China",2020-02-08,48.2,37.5,44.3,45.1,33.9,41.2,38.8,81.3,0.0,0,0.0,,0.0,0.0,21.7,8.9,331.5,1030.9,62.1,4.8,95.6,8.3,4,,2020-02-08T06:39:59,2020-02-08T17:36:22,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555",2020-02-08,0.0
"Ninghai, Ningbo, China",2020-02-09,53.6,39.2,45.6,53.6,39.2,45.0,36.8,73.3,0.0,0,0.0,,0.0,0.0,17.4,8.9,358.6,1030.3,31.8,4.3,180.8,15.6,7,,2020-02-09T06:39:15,2020-02-09T17:37:11,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB",2020-02-09,1.0
"Ninghai, Ningbo, China",2020-02-10,62.6,33.8,47.9,62.6,31.8,47.5,32.4,62.0,0.001,100,4.17,rain,0.0,0.0,18.6,15.7,170.2,1025.9,36.5,5.3,198.9,17.2,7,,2020-02-10T06:38:30,2020-02-10T17:38:00,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2020-02-10,0.0
"Ninghai, Ningbo, China",2020-02-11,51.9,46.4,49.9,51.9,46.4,49.5,48.6,95.7,0.702,100,33.33,rain,0.0,0.0,17.2,6.7,165.5,1022.2,70.2,2.7,23.1,2.1,1,,2020-02-11T06:37:43,2020-02-11T17:38:49,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555",2020-02-11,0.0
"Ninghai, Ningbo, China",2020-02-12,59.0,51.8,55.2,59.0,51.8,55.2,53.0,92.7,0.488,100,20.83,rain,0.0,0.0,15.9,8.9,37.4,1018.4,72.4,2.9,63.5,5.4,3,,2020-02-12T06:36:55,2020-02-12T17:39:38,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB",2020-02-12,1.0
"Ninghai, Ningbo, China",2020-02-13,59.0,53.6,56.3,59.0,53.6,56.3,55.0,95.3,0.178,100,8.33,rain,0.0,0.0,19.0,8.9,146.5,1017.2,74.3,3.7,90.8,7.8,4,,2020-02-13T06:36:06,2020-02-13T17:40:26,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555",2020-02-13,1.0
"Ninghai, Ningbo, China",2020-02-14,66.2,55.4,59.5,66.2,55.4,59.5,57.3,92.9,0.091,100,8.33,rain,0.0,0.0,18.8,11.2,143.7,1015.6,72.0,4.4,110.0,9.4,5,,2020-02-14T06:35:16,2020-02-14T17:41:14,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555",2020-02-14,0.0
"Ninghai, Ningbo, China",2020-02-15,60.8,39.2,52.4,60.8,30.0,49.8,50.1,92.1,0.406,100,16.67,rain,0.0,0.0,34.8,17.9,337.3,1019.4,73.9,4.3,63.7,5.4,4,,2020-02-15T06:34:24,2020-02-15T17:42:01,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555",2020-02-15,0.0
"Ninghai, Ningbo, China",2020-02-16,41.0,35.6,37.8,33.6,24.7,29.1,26.6,65.5,0.083,100,8.33,"rain,snow",0.0,0.0,37.4,20.1,322.5,1027.3,52.6,6.0,96.5,8.4,5,,2020-02-16T06:33:32,2020-02-16T17:42:48,0.75,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555",2020-02-16,0.0
"Ninghai, Ningbo, China",2020-02-17,50.0,33.9,42.3,44.0,26.7,35.9,20.2,42.9,0.0,0,0.0,,0.0,0.0,36.3,22.4,315.7,1030.6,9.0,6.3,218.6,18.9,8,,2020-02-17T06:32:38,2020-02-17T17:43:34,0.77,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555",2020-02-17,0.0
"Ninghai, Ningbo, China",2020-02-18,53.5,32.0,41.2,53.5,32.0,39.6,25.1,56.3,0.0,0,0.0,,0.0,0.0,35.8,11.2,3.7,1031.5,0.2,6.3,222.1,19.1,8,,2020-02-18T06:31:44,2020-02-18T17:44:21,0.81,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB",2020-02-18,0.0
"Ninghai, Ningbo, China",2020-02-19,57.1,32.0,44.3,57.1,29.7,43.4,32.9,66.5,0.0,0,0.0,,0.0,0.0,19.9,8.9,153.6,1027.9,46.2,6.3,188.4,16.1,7,,2020-02-19T06:30:48,2020-02-19T17:45:06,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555",2020-02-19,0.0
"Ninghai, Ningbo, China",2020-02-20,62.5,41.0,50.8,62.5,40.2,50.1,41.1,71.6,0.0,0,0.0,,0.0,0.0,19.2,11.2,109.9,1030.2,15.8,6.3,215.0,18.5,8,,2020-02-20T06:29:52,2020-02-20T17:45:52,0.88,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555",2020-02-20,0.0
"Ninghai, Ningbo, China",2020-02-21,69.8,41.0,55.0,69.8,38.1,54.4,42.4,66.5,0.003,100,4.17,rain,0.0,0.0,20.7,11.2,159.7,1028.9,34.6,6.2,198.7,17.1,8,,2020-02-21T06:28:54,2020-02-21T17:46:37,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555",2020-02-21,0.0
